Issue number,Title,Description,Date created,Date modified,Labels,Milestone,Status,Assignee,Reporter
23,Test 1_14_5 is incorrect,"```python
def test_1_15_4(self):
   with database.db.transaction():
      with self.assertRaises(DataError):
        newUser = database.Client.insert(
          username= 'test',
          firstname='test',
          surname='test',
          dob='01/01/2001',
          ismale='test',
          iscarer='TRUE',
          email='test@test.com')
        newUser.execute()
```
Should be testing one of the fields length",12/Oct/14  9:53 AM,16/Oct/14  2:32 PM,testing web ,Iteration 1,closed,None,RichLogan
22,Error when logging in with unregistered user,"Should inform user of incorrect details, show login screen again and links to password reset and registration",11/Oct/14  1:00 PM,14/Oct/14  9:40 AM,bug enhancement web ,Iteration 1,closed,None,RichLogan
21,Test Cases,"",29/Sep/14  5:45 AM,01/Oct/14  7:01 AM,"",None,closed,stephent23,RichLogan
20,Test Plan,@RichLogan,29/Sep/14  5:44 AM,01/Oct/14  7:01 AM,"",None,closed,stephent23,RichLogan
19,What Technologies?,"",29/Sep/14  5:40 AM,01/Oct/14  7:01 AM,"",None,closed,benmcgregor,RichLogan
18,Test Cases,"",29/Sep/14  5:32 AM,01/Oct/14  7:01 AM,"",None,closed,stephent23,RichLogan
17,Iteration Plan,"",29/Sep/14  5:32 AM,01/Oct/14  7:01 AM,"",None,closed,charlottehutchinson,RichLogan
16,Network Diagram,"",29/Sep/14  5:28 AM,01/Oct/14  7:01 AM,"",None,closed,stephent23,RichLogan
15,Legal Documentation,@RichLogan,29/Sep/14  5:28 AM,01/Oct/14  7:01 AM,"",None,closed,stephent23,RichLogan
14,Login Use Case,"",29/Sep/14  4:42 AM,01/Oct/14  7:01 AM,help wanted ,None,closed,RichLogan,RichLogan
13,Design documentation ,"",27/Sep/14  8:51 AM,01/Oct/14  7:01 AM,"",None,closed,benmcgregor,charlottehutchinson
12,Complete Research,"",25/Sep/14  6:04 AM,01/Oct/14  7:01 AM,"",None,closed,RichLogan,stephent23
11,Initial Database Design,"",23/Sep/14  9:59 AM,01/Oct/14  7:01 AM,"",None,closed,RichLogan,RichLogan
10,Issue Tracking Template + Document,"",23/Sep/14  6:44 AM,28/Sep/14  9:11 AM,"",None,closed,RichLogan,RichLogan
9,Why Android ,"",15/Sep/14  8:39 AM,27/Sep/14  8:49 AM,"",None,closed,charlottehutchinson,charlottehutchinson
8,Target Audience,"",15/Sep/14  8:38 AM,27/Sep/14  8:50 AM,"",None,closed,charlottehutchinson,charlottehutchinson
7,Meeting Minutes,Up to date ,15/Sep/14  8:34 AM,01/Oct/14  7:01 AM,"",None,closed,charlottehutchinson,charlottehutchinson
6,Gantt Chart ,"Up to date, but needs looking over by everyone ",15/Sep/14  8:33 AM,01/Oct/14  7:01 AM,"",None,closed,charlottehutchinson,charlottehutchinson
5,Feasibility Study,"",15/Sep/14  5:20 AM,01/Oct/14  7:01 AM,"",None,closed,stephent23,RichLogan
4,Project Risk Management Plan,"",15/Sep/14  5:19 AM,25/Sep/14  6:03 AM,"",None,closed,stephent23,RichLogan
3,Use Cases,"",14/Sep/14  9:43 AM,28/Sep/14  9:13 AM,"",None,closed,RichLogan,RichLogan
2,Stakeholder Analysis,"",14/Sep/14  9:43 AM,01/Oct/14  7:01 AM,"",None,closed,RichLogan,RichLogan
1,Change Management,"",14/Sep/14  9:42 AM,28/Sep/14  9:54 AM,"",None,closed,RichLogan,RichLogan
300,Printing out expired prescriptions on patient dashboard,Patients shouldn't be able to see their expired (and probably not upcoming either) even if there isn't a reminder to take it.,19/Mar/15  4:17 PM,19/Mar/15  4:17 PM,web ,None,open,None,benmcgregor
163,Design Prescriptions,"- [x] When adding a prescription fails the 'feedback' box is of type success not danger
- [ ] Unable to add the slashes when picking a date for start and end (only works in chrome)",10/Feb/15  3:10 PM,18/Mar/15  7:06 AM,High Priority web ,Validation,open,RichLogan,stephent23
150,Registration,"DataError when passing a date that is not of the correct format:

```python
details['dob'] = 'aaa'
```

Test expects catching and returning:
```
Incorrect data type
```",31/Jan/15 10:33 AM,19/Mar/15  7:46 AM,API bug testing ,API Testing,open,RichLogan,RichLogan
82,Validation,Alerts the user to fill out all fields on the registration page when they have already been all filled out. ,06/Nov/14  7:24 AM,19/Mar/15  6:54 AM,bug High Priority web ,Validation,open,RichLogan,stephent23
